Generation,Average Fitness,Best Fitness,Standard Deviation
351,149.50720000000004,180.24,35.60222201018061
352,149.67680000000007,180.24,35.102333385864284
353,151.18639999999994,180.8,35.393894173045176
354,150.24159999999998,180.8,34.953989254336165
355,150.61040000000006,180.8,35.26012959238438
356,150.31439999999995,180.8,34.912035136259504
357,150.6224,180.8,35.24441202333297
358,150.64800000000005,180.8,35.45132144456211
359,150.93919999999997,180.8,35.310944165244145
360,150.42800000000005,181.36,35.187353719972705
361,151.18160000000003,181.36,35.387368486691145
362,151.07839999999993,181.36,35.13079312315234
363,151.16079999999994,181.36,35.334878195885864
364,151.08479999999997,181.36,35.36063462432798
365,150.99760000000006,181.36,35.5973261100003
366,151.2016,181.36,35.919921234547694
367,150.84000000000003,181.36,35.441928376605
368,151.43920000000003,181.36,35.40832407005286
369,151.1784,181.36,35.48721685015543
370,151.10159999999993,181.36,35.357864919390465
371,151.16559999999998,181.36,35.47989378323506
372,151.304,181.36,35.26389130391183
373,151.14159999999993,181.92,35.60210791096455
374,150.77439999999996,181.92,35.03104626899928
375,151.7760000000001,181.92,35.58139313106563
376,152.44320000000005,181.92,35.28990698975202
377,151.5472,181.92,35.15569990744326
378,152.13440000000008,181.92,35.78480576100638
379,151.92079999999996,181.92,35.39756810105733
380,152.1408,181.92,35.63344412105387
381,151.3608,181.92,35.33976013364316
382,151.2872000000001,181.92,35.785942222906534
383,151.12239999999997,181.92,35.521142675870685
384,151.58960000000002,182.48,35.68657488675064
385,151.76559999999995,183.04,35.78074412479604
386,151.4904,183.04,35.68551849989293
387,152.30960000000002,183.04,35.69092195846378
388,152.34720000000004,183.6,35.56828523675768
389,152.88000000000002,183.6,36.20736327944057
390,152.45280000000005,184.16,35.30089592896173
391,152.80719999999997,184.16,35.72990474949642
392,152.928,184.16,35.88677156870645
393,153.84640000000002,184.16,36.3711238014376
394,153.55440000000002,184.16,35.71311283545427
395,152.99120000000002,184.16,35.7524707709315
396,153.0144,184.72,36.00018551982656
397,153.42079999999996,184.16,36.02500846018168
398,153.72480000000004,184.16,35.385764879007695
399,153.55360000000005,184.16,35.73940588131277
400,153.6888,184.72,35.946334723484206
401,153.70880000000005,184.72,35.8624722985218
402,153.356,184.72,35.763532830914954
403,153.4008,184.72,35.77244486812667
404,153.8368,184.72,36.10165034975321
405,153.6136,184.72,36.04105842397744
406,153.57440000000005,184.72,36.08406402192844
407,153.34080000000003,184.72,35.934576484745264
408,153.84720000000004,184.72,36.415874676446066
409,153.91279999999998,184.72,35.970393881419085
410,153.89039999999997,184.72,35.96219021547044
411,153.15040000000002,184.72,35.85687006131624
412,153.5512000000001,184.72,36.17165833939421
413,153.10480000000004,184.72,35.90677449537323
414,153.3528,184.72,36.07280451632405
415,153.58400000000006,184.72,36.03172275399161
416,153.94639999999998,184.72,36.02950438675915
417,152.8592,185.28,36.011927233302806
418,154.688,185.28,36.486640490087154
419,153.708,185.28,35.374729762044424
420,153.69360000000003,185.84,35.96044637598796
421,153.48479999999998,185.84,36.182252294503684
422,155.00880000000004,185.84,36.723548942707424
423,154.81279999999998,185.84,36.11545657337536
424,154.66479999999993,185.84,36.3118634475265
